,Exercise Name,Exercise Type,Muscle Group,Equipment,Difficulty Level,Rating
2264,Holman 180 Jump to Lunge,Strength,Quadriceps,Body Only,Intermediate,
2265,Holman Imaginary Jump Rope,Strength,Quadriceps,Body Only,Intermediate,
2266,Holman Fast Feet with Hands Up,Strength,Quadriceps,Body Only,Intermediate,
2267,Holman Hands-Elevated Alternating Lunge Jump,Strength,Quadriceps,Body Only,Intermediate,
2268,Holman Right Split Lunge,Strength,Quadriceps,Body Only,Intermediate,
2269,Holman Left Split Lunge,Strength,Quadriceps,Body Only,Intermediate,
2270,Holman Plyometric Jump,Strength,Quadriceps,Body Only,Intermediate,
2271,Holman Quad Touch Jump,Strength,Quadriceps,Body Only,Intermediate,
2272,Holman Skate,Strength,Quadriceps,Body Only,Intermediate,
2273,Holman Lunge Jump,Strength,Quadriceps,Body Only,Intermediate,
2274,Holman Flying Squat Thrust,Strength,Quadriceps,Body Only,Intermediate,
2275,Holman 90-Degree Jump,Strength,Quadriceps,Body Only,Intermediate,
2276,Holman Half Jack to 180 Jump,Strength,Quadriceps,Body Only,Intermediate,
2277,Holman Quick Feet to Quad Touch Jump,Strength,Quadriceps,Body Only,Intermediate,
2278,Holman Squat Thrust to Push-Up to Super Woman,Strength,Quadriceps,Body Only,Intermediate,
2279,Holman Plyometric Jump to 180 Jump,Strength,Quadriceps,Body Only,Intermediate,
2280,Holman Standing Heel Click to Hands Down Heel Click,Strength,Quadriceps,Body Only,Intermediate,
2281,Holman Burpee to 180 Jump,Strength,Quadriceps,Body Only,Intermediate,
2282,Holman Traveling Low Jack to Belly Touch,Strength,Quadriceps,Body Only,Intermediate,
2283,Holman Flying Squat Thrust to Shoulder Tap,Strength,Quadriceps,Body Only,Intermediate,
2284,Holman Squat Jump to Alternating Side Lunge Jump,Strength,Quadriceps,Body Only,Intermediate,
2285,Holman Low Squat with Low Diagonal Dumbbell Punch,Strength,Quadriceps,Body Only,Intermediate,
2286,Holman Right Leg Hop to Right Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate,
2287,Holman Left Leg Hop to Left Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate,
2288,Holman Burpee to Open Stance,Strength,Quadriceps,Body Only,Intermediate,
2289,Holman Diagonal Squat Thrust to Renegade Forward Punch,Strength,Quadriceps,Body Only,Intermediate,
2290,Holman Bear Crawl,Strength,Quadriceps,Body Only,Intermediate,
2291,Holman Bear Crawl to Donkey Kick,Strength,Quadriceps,Body Only,Intermediate,
2292,Holman Bear Crawl to Froggy Push-Up,Strength,Quadriceps,Body Only,Intermediate,
2293,Holman Bear Crawl to Shoulder Tap,Strength,Quadriceps,Body Only,Intermediate,
2294,Holman Burpee to Tuck Jump,Strength,Quadriceps,Body Only,Intermediate,
2295,Holman Burpee to Flying Squat Thrust to Tuck Jump,Strength,Quadriceps,Body Only,Intermediate,
2296,Holman Forward Lunge to Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate,
2297,Holman Renegade Lunge Jump,Strength,Quadriceps,Body Only,Intermediate,
2298,Holman Squat Jump to Lunge Jump,Strength,Quadriceps,Body Only,Intermediate,
2299,Holman Prisoner Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate,
2300,Holman Wide-to-Narrow Squat Jump,Strength,Quadriceps,Body Only,Intermediate,
2301,Holman Donkey Run,Strength,Quadriceps,Body Only,Intermediate,
2302,Holman Weighted Wide-to-Narrow Squat Jump,Strength,Quadriceps,Body Only,Intermediate,
2303,Holman Wide-to-Narrow Donkey Kick,Strength,Quadriceps,Body Only,Intermediate,
2304,Holman Mule Kick,Strength,Quadriceps,Body Only,Intermediate,
2305,Holman Goal Post to Squat,Strength,Quadriceps,Body Only,Intermediate,
2306,Holman Frogger Squat to Heel Click,Strength,Quadriceps,Body Only,Intermediate,
2307,Holman Stair Sprint,Strength,Quadriceps,Body Only,Intermediate,
2308,Holman Stair Bear Crawl,Strength,Quadriceps,Body Only,Intermediate,
2309,Holman Burpee to Flying Squat Thrust,Strength,Quadriceps,Body Only,Intermediate,
2310,Holman Flying Squat Thrust to Push-Up,Strength,Quadriceps,Body Only,Intermediate,
2311,Holman Foot-Elevated Step-To-Lunge,Strength,Quadriceps,Body Only,Intermediate,
2312,Holman Split Lunge,Strength,Quadriceps,Body Only,Intermediate,
2313,Holman Stair Climb,Strength,Quadriceps,Body Only,Intermediate,
2314,Holman Burpee to Flying Jack,Strength,Quadriceps,Body Only,Intermediate,
2315,Holman Right Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate,
2316,Holman Left Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate,
2317,Holman Squat Tap to Hop,Strength,Quadriceps,Body Only,Intermediate,
2318,Holman Squat Tap to Jump-Forward-Jump-Back,Strength,Quadriceps,Body Only,Intermediate,
2319,Holman Squat Hip Drive,Strength,Quadriceps,Body Only,Intermediate,
2320,Holman Alternating Double Lunge Hop,Strength,Quadriceps,Body Only,Intermediate,
2321,Holman Right Reverse Lunge to Front Kick,Strength,Quadriceps,Body Only,Intermediate,
2322,Holman Right Leg Forward Lunge Hop,Strength,Quadriceps,Body Only,Intermediate,
2323,Holman Right Squat Thrust,Strength,Quadriceps,Body Only,Intermediate,
2324,Holman Left Reverse Lunge to Front Kick,Strength,Quadriceps,Body Only,Intermediate,
2325,Holman Left Leg Forward Lunge Hop,Strength,Quadriceps,Body Only,Intermediate,
2326,Holman Left Side Diagonal Burpee,Strength,Quadriceps,Body Only,Intermediate,
2327,Holman Left Squat Thrust,Strength,Quadriceps,Body Only,Intermediate,
2328,Holman Wide Squat Thrust,Strength,Quadriceps,Body Only,Intermediate,
2329,Holman Alternating Single-Leg Hop to Squat to 180 Jump,Strength,Quadriceps,Body Only,Intermediate,
2330,Holman Right Lunge Hop to Chest Press,Strength,Quadriceps,Body Only,Intermediate,
2331,Holman Left Lunge Hop to Overhead Press,Strength,Quadriceps,Body Only,Intermediate,
2332,Holman 180 Jump Hop Forward Hop Back,Strength,Quadriceps,Body Only,Intermediate,
2333,Holman Right Split Squat,Strength,Quadriceps,Body Only,Intermediate,
2334,Holman Left Split Squat,Strength,Quadriceps,Body Only,Intermediate,
2335,Holman Double Squat Pulse to 180 Jump,Strength,Quadriceps,Body Only,Intermediate,
2336,Holman Towel Left Side Squat,Strength,Quadriceps,Body Only,Intermediate,
2337,Holman Alternating Lunge Jump,Strength,Quadriceps,Body Only,Intermediate,
2338,Holman Lunge Jump to Squat Jump,Strength,Quadriceps,Body Only,Intermediate,
2339,Holman Burpee with Belly Touch,Strength,Quadriceps,Body Only,Intermediate,
2340,Bootstrapper squat,Strength,Quadriceps,Body Only,Intermediate,
2341,Total Fitness Broad Jump,Strength,Quadriceps,Body Only,Intermediate,
2342,Total Fitness Lateral Lunge,Strength,Quadriceps,Body Only,Intermediate,
2343,Lateral shuffle,Strength,Quadriceps,Body Only,Intermediate,
2344,Total Fitness Skip,Strength,Quadriceps,Body Only,Intermediate,
2345,Total Fitness Spider Lunge,Strength,Quadriceps,Body Only,Intermediate,
2346,Spider lunge stretch,Strength,Quadriceps,Body Only,Intermediate,
2347,Spider lunge with T-rotation,Strength,Quadriceps,Body Only,Intermediate,
2348,Standing quad stretch,Strength,Quadriceps,Body Only,Intermediate,
2349,Vertical jump,Strength,Quadriceps,Body Only,Intermediate,
2350,King Maker Burpee,Strength,Quadriceps,Body Only,Intermediate,
2351,King Maker Explosive High Jump,Strength,Quadriceps,Body Only,Intermediate,
2352,Muscle Beach Skip,Strength,Quadriceps,Body Only,Intermediate,
2353,Muscle Beach Broad Jump,Strength,Quadriceps,Body Only,Intermediate,
2354,Muscle Beach Sprint,Strength,Quadriceps,Body Only,Intermediate,
2355,Muscle Beach Front Kick,Strength,Quadriceps,Body Only,Intermediate,
2356,Muscle Beach Side Kick,Strength,Quadriceps,Body Only,Intermediate,
2357,Muscle Beach Spin Kick,Strength,Quadriceps,Body Only,Intermediate,
2358,Muscle Beach Freestyle Kick,Strength,Quadriceps,Body Only,Intermediate,
2359,MetaBurn Alternating Curtsy Lunge To Squat,Strength,Quadriceps,Body Only,Intermediate,
2360,MetaBurn Alternating Curtsy Lunge With High Knee,Strength,Quadriceps,Body Only,Intermediate,
2361,MetaBurn Alternating Diagonal Sprawl,Strength,Quadriceps,Body Only,Intermediate,
2362,MetaBurn Alternating Lateral Sprawl,Strength,Quadriceps,Body Only,Intermediate,
2363,MetaBurn Curtsy Lunge,Strength,Quadriceps,Body Only,Intermediate,
2364,MetaBurn Frogger,Strength,Quadriceps,Body Only,Intermediate,
2365,MetaBurn High Knee Rotation,Strength,Quadriceps,Body Only,Intermediate,
2366,MetaBurn Side-To-Side Lunge,Strength,Quadriceps,Body Only,Intermediate,
2367,MetaBurn Star Jump,Strength,Quadriceps,Body Only,Intermediate,
2368,MetaBurn Tuck Jump With Knee Slap,Strength,Quadriceps,Body Only,Intermediate,
2369,MetaBurn Lateral Bounding Hop,Strength,Quadriceps,Body Only,Intermediate,
2370,MetaBurn Double Lunge,Strength,Quadriceps,Body Only,Intermediate,
2371,Robertson Sprinter Step-Up,Strength,Quadriceps,Body Only,Intermediate,
2372,FYR2 Front Kick-Through,Strength,Quadriceps,Body Only,Intermediate,
2373,Lunge high-knee clap,Strength,Quadriceps,Body Only,Intermediate,
2374,FYR2 Plyo Split Squat,Strength,Quadriceps,Body Only,Intermediate,
2375,FYR2 Reverse Burpee,Strength,Quadriceps,Body Only,Intermediate,
2376,FYR2 Reverse Burpee to Regular Burpee,Strength,Quadriceps,Body Only,Intermediate,
2377,FYR2 Reverse Burpee Tuck Jump,Strength,Quadriceps,Body Only,Intermediate,
2378,FYR2 Sprawlee,Strength,Quadriceps,Body Only,Intermediate,
2379,FYR2 Squat Hold,Strength,Quadriceps,Body Only,Intermediate,
2380,FYR2 Squat Jump,Strength,Quadriceps,Body Only,Intermediate,
2381,FYR2 Squat Pulse,Strength,Quadriceps,Body Only,Intermediate,
2382,Sprinter burpee,Strength,Quadriceps,Body Only,Intermediate,
2383,Shuttle run training,Strength,Quadriceps,Body Only,Intermediate,
2384,Medicine ball ninja,Plyometrics,Quadriceps,Medicine Ball,Intermediate,0.0
2385,FYR Air Ball Plus Medicine Ball Jumping Sprawl,Strength,Quadriceps,Medicine Ball,Intermediate,
2386,Medicine ball cowboy squat,Strength,Quadriceps,Medicine Ball,Intermediate,
2387,Medicine ball jumping jill,Strength,Quadriceps,Medicine Ball,Intermediate,
2388,Wall ball toss,Plyometrics,Quadriceps,Exercise Ball,Intermediate,8.0
2389,Bosu Ball Squat,Strength,Quadriceps,Exercise Ball,Beginner,0.0
2390,Exercise ball Bulgarian split squat,Strength,Quadriceps,Exercise Ball,Intermediate,
2391,Internal Rotation with Band,Strength,Shoulders,Bands,Beginner,8.3
2392,Band Pull Apart,Strength,Shoulders,Bands,Intermediate,8.2
2393,Back Flyes - With Bands,Strength,Shoulders,Bands,Beginner,8.1
2394,Lateral Raise - With Bands,Strength,Shoulders,Bands,Beginner,7.9
2395,Shoulder Press - With Bands,Strength,Shoulders,Bands,Beginner,7.6
2396,External Rotation with Band,Strength,Shoulders,Bands,Beginner,0.0
2397,FYR Band Pull-Apart,Strength,Shoulders,Bands,Intermediate,
2398,HM Lateral Raise,Strength,Shoulders,Bands,Intermediate,
2399,Rusin Banded Over-And-Back,Strength,Shoulders,Bands,Intermediate,
2400,Rusin Banded Face Pull,Strength,Shoulders,Bands,Intermediate,
2401,UP Band Pull-Apart,Strength,Shoulders,Bands,Intermediate,
2402,Jordan Shallow Band-Resisted Thread the Needle,Strength,Shoulders,Bands,Intermediate,
2403,30 Shoulders Seated Banded Barbell Shoulder Press,Strength,Shoulders,Bands,Intermediate,
2404,Band shoulder press,Strength,Shoulders,Bands,Intermediate,
2405,Band lateral raise,Strength,Shoulders,Bands,Intermediate,
2406,Band upright row,Strength,Shoulders,Bands,Intermediate,
2407,Staggered-stance band shoulder press,Strength,Shoulders,Bands,Intermediate,
2408,Single-arm banded landmine press,Strength,Shoulders,Bands,Intermediate,
2409,Band front raise rear fly row combo,Strength,Shoulders,Bands,Intermediate,
2410,Jordan Shallow Foam Roller Thoracic Extension,Strength,Shoulders,Foam Roll,Intermediate,
2411,Jordan Shallow Thread the Needle (with Foam Roller),Strength,Shoulders,Foam Roll,Intermediate,
2412,Clean and press,Strength,Shoulders,Barbell,Intermediate,9.4
2413,Clean and jerk,Olympic Weightlifting,Shoulders,Barbell,Intermediate,9.3
2414,Military press,Strength,Shoulders,Barbell,Intermediate,9.3
2415,Seated barbell shoulder press,Strength,Shoulders,Barbell,Intermediate,9.2
2416,Snatch-Grip Behind-The-Neck Overhead Press,Strength,Shoulders,Barbell,Beginner,9.0
2417,Standing Bradford press,Strength,Shoulders,Barbell,Intermediate,8.7
2418,Barbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,8.7
2419,Barbell rear delt bent-over row,Strength,Shoulders,Barbell,Intermediate,8.5
2420,Barbell upright row,Strength,Shoulders,Barbell,Intermediate,8.3
2421,Bradford/Rocky Presses,Strength,Shoulders,Barbell,Beginner,8.2
2422,Lying rear delt fly,Strength,Shoulders,Barbell,Intermediate,8.2
2423,Machine Shoulder (Military) Press,Strength,Shoulders,Barbell,Intermediate,8.0
2424,Standing Barbell Press Behind Neck,Strength,Shoulders,Barbell,Intermediate,7.9
2425,Barbell front raise,Strength,Shoulders,Barbell,Intermediate,7.4
2426,Overhead bar front raise,Strength,Shoulders,Barbell,Intermediate,7.2
2427,Incline barbell shoulder protraction,Strength,Shoulders,Barbell,Intermediate,6.5
2428,Behind-the-head push-press,Olympic Weightlifting,Shoulders,Barbell,Intermediate,6.5
2429,Rack Delivery,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0
2430,Smith Incline Shoulder Raise,Strength,Shoulders,Barbell,Beginner,0.0
2431,Tall Muscle Snatch,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0
2432,Axle Clean And Press,Strongman,Shoulders,Barbell,Beginner,0.0
2433,Jerk Balance,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0
2434,Seated EZ-bar shrug,Strength,Shoulders,Barbell,Intermediate,
2435,Paul Carter Barbell Seated Military Press,Strength,Shoulders,Barbell,Intermediate,
2436,TBS Barbell Military Press,Strength,Shoulders,Barbell,Intermediate,
2437,Incline Front Barbell Raise - Gethin Variation,Strength,Shoulders,Barbell,Intermediate,
2438,Barbell Front Raise - Gethin Variation,Strength,Shoulders,Barbell,Intermediate,
2439,Single-arm barbell lateral raise,Strength,Shoulders,Barbell,Intermediate,
2440,AM Upright Row,Strength,Shoulders,Barbell,Intermediate,
2441,AM Barbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,
2442,Standing barbell shoulder press,Strength,Shoulders,Barbell,Intermediate,
2443,King Maker Barbell Thruster,Strength,Shoulders,Barbell,Intermediate,
2444,Single-arm incline cable cross-over,Strength,Shoulders,Barbell,Intermediate,
2445,Barbell bear complex,Strength,Shoulders,Barbell,Intermediate,
2446,30 Shoulders Barbell Shrug,Strength,Shoulders,Barbell,Intermediate,
2447,30 Shoulders Incline Face-Up Straight-Bar Front Raise,Strength,Shoulders,Barbell,Intermediate,
2448,30 Shoulders Seated Dumbbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,
2449,30 Shoulders Standing Behind-The-Head Shoulder Press,Strength,Shoulders,Barbell,Intermediate,
2450,30 Shoulders Standing Barbell Press,Strength,Shoulders,Barbell,Intermediate,
2451,FYR2 Wide Overhead Press,Strength,Shoulders,Barbell,Intermediate,
2452,Single-arm kettlebell push-press,Strength,Shoulders,Kettlebells,Intermediate,9.3
2453,Two-Arm Kettlebell Military Press,Strength,Shoulders,Kettlebells,Beginner,8.7
2454,Alternating Kettlebell Press,Strength,Shoulders,Kettlebells,Beginner,8.6
2455,Single-arm kettlebell snatch,Strength,Shoulders,Kettlebells,Intermediate,8.6
2456,Single-arm kettlebell clean and jerk,Strength,Shoulders,Kettlebells,Intermediate,8.4
2457,Kettlebell pirate ship,Strength,Shoulders,Kettlebells,Intermediate,7.8
2458,Two-Arm Kettlebell Clean,Strength,Shoulders,Kettlebells,Beginner,7.5
2459,Double Kettlebell Push Press,Strength,Shoulders,Kettlebells,Intermediate,7.5
2460,Kettlebell Seated Press,Strength,Shoulders,Kettlebells,Beginner,7.0
2461,Double Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner,7.0
2462,Kettlebell Arnold Press,Strength,Shoulders,Kettlebells,Beginner,6.8
2463,Double-kettlebell windmill,Strength,Shoulders,Kettlebells,Intermediate,3.0
2464,One-Arm Kettlebell Split Snatch,Strength,Shoulders,Kettlebells,Beginner,0.0
2465,One-Arm Kettlebell Para Press,Strength,Shoulders,Kettlebells,Beginner,0.0
2466,One-Arm Kettlebell Split Jerk,Strength,Shoulders,Kettlebells,Beginner,0.0
2467,One-Arm Kettlebell Military Press To The Side,Strength,Shoulders,Kettlebells,Beginner,0.0
2468,One-Arm Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner,0.0
2469,Double Kettlebell Snatch,Strength,Shoulders,Kettlebells,Beginner,0.0
2470,Two-Arm Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner,0.0
2471,FYR Kettlebell Power Clean,Strength,Shoulders,Kettlebells,Intermediate,
2472,Kettlebell upright row,Strength,Shoulders,Kettlebells,Intermediate,
2473,Kettlebell upright row and press,Strength,Shoulders,Kettlebells,Intermediate,
2474,Single-arm kettlebell thruster,Strength,Shoulders,Kettlebells,Intermediate,
2475,Double-kettlebell shoulder press,Strength,Shoulders,Kettlebells,Intermediate,
2476,Double-kettlebell push-press,Strength,Shoulders,Kettlebells,Intermediate,
2477,HM Kettlebell Windmill,Strength,Shoulders,Kettlebells,Intermediate,
2478,HM Kettlebell Z-Press,Strength,Shoulders,Kettlebells,Intermediate,
2479,Taylor Half-Kneeling Kettlebell Halo,Strength,Shoulders,Kettlebells,Intermediate,
2480,Taylor Towel Kettlebell Farmer's Walk,Strength,Shoulders,Kettlebells,Intermediate,
2481,FYR2 Double-Kettlebell Alternating Press,Strength,Shoulders,Kettlebells,Intermediate,
2482,FYR2 Double-Kettlebell Thruster,Strength,Shoulders,Kettlebells,Intermediate,
2483,FYR2 Half-Kneeling Kettlebell Clean,Strength,Shoulders,Kettlebells,Intermediate,
2484,FYR2 Kettlebell Clean and Press,Strength,Shoulders,Kettlebells,Intermediate,
2485,FYR2 Kettlebell High Pull to Overhead Press,Strength,Shoulders,Kettlebells,Intermediate,
2486,FYR2 Kettlebell Swing Clean and Press,Strength,Shoulders,Kettlebells,Intermediate,
2487,FYR2 Single-Arm Kettlebell Press,Strength,Shoulders,Kettlebells,Intermediate,
2488,FYR2 Ascending-Rep High-Pull-Press Complex,Strength,Shoulders,Kettlebells,Intermediate,
2489,Dumbbell front raise to lateral raise,Strength,Shoulders,Dumbbell,Intermediate,9.5
2490,Single-arm palm-in dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate,9.4
2491,Standing palms-in shoulder press,Strength,Shoulders,Dumbbell,Intermediate,9.3
2492,Seated Dumbbell Press,Strength,Shoulders,Dumbbell,Intermediate,9.1
2493,Standing dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate,9.1
2494,Single-arm lateral raise,Strength,Shoulders,Dumbbell,Intermediate,9.1
2495,Power Partials,Strength,Shoulders,Dumbbell,Beginner,9.1
2496,Incline dumbbell reverse fly,Strength,Shoulders,Dumbbell,Intermediate,9.1
2497,Overhead dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,9.1
2498,Seated dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate,9.0
2499,Alternating standing shoulder press,Strength,Shoulders,Dumbbell,Intermediate,9.0
2500,Single-arm incline rear delt raise,Strength,Shoulders,Dumbbell,Intermediate,9.0
2501,Alternating dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,9.0
2502,Alternating Deltoid Raise,Strength,Shoulders,Dumbbell,Intermediate,9.0
2503,Single-dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,9.0
2504,Arnold press,Strength,Shoulders,Dumbbell,Intermediate,8.9
2505,Single-arm standing shoulder press,Strength,Shoulders,Dumbbell,Intermediate,8.8
2506,Dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,8.8
2507,Bent-over dumbbell rear delt row,Strength,Shoulders,Dumbbell,Intermediate,8.7
2508,Incline dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,8.7
2509,Side Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,8.6
2510,Dumbbell external shoulder rotation,Strength,Shoulders,Dumbbell,Intermediate,8.5
2511,Single-arm incline lateral raise,Strength,Shoulders,Dumbbell,Intermediate,8.5
2512,Seated rear delt fly,Strength,Shoulders,Dumbbell,Intermediate,8.4
2513,Dumbbell Raise,Strength,Shoulders,Dumbbell,Beginner,8.4
2514,Seated Side Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,8.3
2515,Dumbbell Lying Rear Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,8.3
2516,Head-on-bench dumbbell rear delt raise,Strength,Shoulders,Dumbbell,Intermediate,8.2
2517,Cuban press,Strength,Shoulders,Dumbbell,Intermediate,8.0
2518,Reverse Flyes With External Rotation,Strength,Shoulders,Dumbbell,Beginner,8.0
2519,Single-arm side lying rear fly,Strength,Shoulders,Dumbbell,Intermediate,7.9
2520,Single-arm dumbbell upright row,Strength,Shoulders,Dumbbell,Intermediate,7.8
2521,Dumbbell Scaption,Strength,Shoulders,Dumbbell,Beginner,7.8
2522,See-Saw Press (Alternating Side Press),Strength,Shoulders,Dumbbell,Beginner,7.8
2523,Dumbbell Incline Shoulder Raise,Strength,Shoulders,Dumbbell,Beginner,7.4
2524,Single-arm half-kneeling shoulder press,Strength,Shoulders,Dumbbell,Intermediate,0.0
2525,Dumbbell Clean And Jerk,Strength,Shoulders,Dumbbell,Beginner,0.0
2526,Dumbbell shoulder press with body rotation,Strength,Shoulders,Dumbbell,Intermediate,
2527,Dumbbell Fix Dumbbell Military Press,Strength,Shoulders,Dumbbell,Intermediate,
2528,Dumbbell Fix Standing Dumbbell Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,
2529,Dumbbell Fix Dumbbell Single-Arm Snatch,Strength,Shoulders,Dumbbell,Intermediate,
2530,Paul Carter Rear-Delt Fly,Strength,Shoulders,Dumbbell,Intermediate,
2531,FYR Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,
2532,FYR Single-Arm Dumbbell Press,Strength,Shoulders,Dumbbell,Intermediate,
2533,FYR Dumbbell Tempo L-Raise,Strength,Shoulders,Dumbbell,Intermediate,
2534,Dumbbell seesaw shoulder press,Strength,Shoulders,Dumbbell,Intermediate,
2535,FYR Dumbbell front raise to lateral raise,Strength,Shoulders,Dumbbell,Intermediate,
2536,FYR Dumbbell Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,
2537,FYR Dumbbell Military Press to Dumbbell High Pull to V-up,Strength,Shoulders,Dumbbell,Intermediate,
2538,FYR Dumbbell Thruster,Strength,Shoulders,Dumbbell,Intermediate,
2539,Dumbbell hang snatch,Strength,Shoulders,Dumbbell,Intermediate,
2540,Surfer sprawl,Strength,Shoulders,Dumbbell,Intermediate,
2541,Dumbbell clean and press,Strength,Shoulders,Dumbbell,Intermediate,
2542,Standing One-Arm Shoulder Press - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,
2543,Incline Front Dumbbell Raise - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,
2544,Dumbbell lateral raise,Strength,Shoulders,Dumbbell,Intermediate,
2545,Incline Rear-Delt Fly - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,
2546,Incline Bench Rear Dumbbell Fly - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,
2547,Dumbbell front raise and press,Strength,Shoulders,Dumbbell,Intermediate,
2548,Rotator cuff warm-up,Strength,Shoulders,Dumbbell,Intermediate,
2549,Seated Lateral Raise - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,
2550,Single-arm dumbbell arc row,Strength,Shoulders,Dumbbell,Intermediate,
2551,Incline Rear Delt Raises - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,
2552,Incline Dumbbell Y Raise,Strength,Shoulders,Dumbbell,Intermediate,
2553,HM Bent-Over Rear-Delt Fly,Strength,Shoulders,Dumbbell,Intermediate,
2554,HM Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,
2555,HM Single-Leg Overhead Dumbbell Press,Strength,Shoulders,Dumbbell,Intermediate,
2556,6 Way Shoulder Raise,Strength,Shoulders,Dumbbell,Intermediate,
2557,Seated dumbbell lateral raise,Strength,Shoulders,Dumbbell,Intermediate,
2558,AM Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,
2559,AM Dumbbell Side Raise,Strength,Shoulders,Dumbbell,Intermediate,
2560,AM Front Raise,Strength,Shoulders,Dumbbell,Intermediate,
2561,UP Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,
2562,UP Seated Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,
2563,AA Incline Bench Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,
2564,CM Forward Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,
2565,Dumbbell Halo,Strength,Shoulders,Dumbbell,Intermediate,
2566,Standing Dumbbell Scap Raise,Strength,Shoulders,Dumbbell,Intermediate,
2567,Holman Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,
2568,Holman Slow Weighted Half Jack to Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,
2569,Holman Slow Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,
2570,Holman Boat Arnold Press with Feet Push-Out,Strength,Shoulders,Dumbbell,Intermediate,
2571,Holman Dumbbell Hip Drive to Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,
2572,Holman Squat Thrust to Alternating Renegade Triceps Press,Strength,Shoulders,Dumbbell,Intermediate,
2573,Holman Cheer Press,Strength,Shoulders,Dumbbell,Intermediate,
2574,Holman Left Arm Press with Right Arm Hold,Strength,Shoulders,Dumbbell,Intermediate,
2575,Holman Right Arm Press with Left Arm Hold,Strength,Shoulders,Dumbbell,Intermediate,
2576,Holman Left Front Raise with Right Hold,Strength,Shoulders,Dumbbell,Intermediate,
2577,Holman Right Front Raise with Left Hold,Strength,Shoulders,Dumbbell,Intermediate,
2578,Holman Alternating Front Raise to Side Raise,Strength,Shoulders,Dumbbell,Intermediate,
2579,Holman Heavy Right Arm Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,
2580,Holman Heavy Left Arm Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,
2581,Holman Right Arm Heavy Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,
2582,Holman Right Diagonal Lunge to Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,
2583,Holman Left Arm Heavy Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,
2584,Holman Weighted Palms-In Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,
2585,Dumbbell racked carry,Strength,Shoulders,Dumbbell,Intermediate,
2586,Dumbbell clean and push-press,Strength,Shoulders,Dumbbell,Intermediate,
2587,Total Fitness Dumbbell Farmer's Carry,Strength,Shoulders,Dumbbell,Intermediate,
2588,Single-arm dumbbell racked carry,Strength,Shoulders,Dumbbell,Intermediate,
2589,Jordan Shallow Dumbbell Pull-Over,Strength,Shoulders,Dumbbell,Intermediate,
2590,King Maker Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,
